entropy_manual,noise_mean,noise_std,noise_abs_mean,lsb_ratio,lsb_entropy,total_frequency_energy,high_freq_ratio,local_variance_mean,local_variance_std,local_variance_max,hist_skewness,hist_kurtosis,edge_density,edge_mean_strength,chisq_max_pvalue,chisq_mean_pvalue,chisq_fraction_high,srm_diagonal_ratio,srm_entropy,srm_energy,label,dataset,path
7.144707339378566,-0.2085807113054412,4.739296164630626,1.7939019990283491,0.4999178383630544,0.9999999805220744,1.899042883161293e+16,0.004963884078475,113.1704020661856,361.5558844713769,5549.414399999936,-0.6437133430480344,-1.1105341792432744,0.0486361168267032,0.0229650060211819,9.18465276085989e-45,4.592326380429945e-46,0.0,1.7615059250211216,4.133474786095499,211.7660161608368,0,CORD,../datasets/clean/CORD/img_000.png
6.252572228202187,-0.1808520518975765,3.4921828545022704,1.8894586619798808,0.5007349894261546,0.9999984412844304,2.35807185591383e+16,0.0026729598633001,56.28734697073563,163.42485453769467,2710.4543999999805,-1.071489551105847,0.2648530590794866,0.0370147105052583,0.0158737675828432,1.7780851180090838e-55,8.890426807971549e-57,0.0,1.403216858640905,4.230915518845904,103.13970514689072,0,CORD,../datasets/clean/CORD/img_001.png
5.991448094122987,-0.0420041232638888,1.363657835954235,0.2894498697916666,0.5014561631944444,0.9999938817777644,1.95078151194624e+16,0.0013893526824352,50.46963648958848,198.3176797086906,2703.689600000007,-1.4333594459987196,2.769497642491058,0.0345963541666666,0.0104873236760936,3.2926456490757195e-189,1.6463228245378594e-190,0.0,2.467060677168376,2.133353130863305,23.466053059895835,0,CORD,../datasets/clean/CORD/img_002.png
7.376528146511297,-0.2204718543450755,4.180531943793824,1.5687532669281838,0.5006631558892639,0.9999987310750884,6.430605407106908e+16,0.005133101708999,157.90320842391574,586.4032589169508,7944.070399999979,-0.1345043035884921,-1.0112457442074558,0.0479212566498781,0.0270841407421461,0.0086871414270765,0.0004343594188364,0.0,2.266119398806961,3.6449983209235577,194.075128051372,0,CORD,../datasets/clean/CORD/img_003.png
5.848341820539327,-0.0613256244284407,2.95803503543156,1.187952782064472,0.4956177483424783,0.999944587885512,5.109522555194727e+16,0.000949814420689,45.062012774343785,169.95640194108853,4998.585599999908,-2.1976373237435083,6.53876482154301,0.0225783750571559,0.0127433194505261,1.478523744862302e-130,7.392618724311506e-132,0.0,1.5799041584671307,3.792007732807831,75.23764181812986,0,CORD,../datasets/clean/CORD/img_004.png
7.159405935118661,-0.0348915523952908,1.810164982148187,0.5932142469618056,0.4915928310818142,0.9997960496065894,2.5945479058135414e+18,0.0009492842173797,33.399797918710604,162.63253653689483,3813.7535999999927,-0.6641198454438787,-0.4617532114060578,0.0160629484388563,0.0112171079873285,0.0,0.0,0.0,2.1931067305606065,3.010100741945291,31.222617626190186,0,CORD,../datasets/clean/CORD/img_005.png
6.200671462883743,-0.02962373542524,3.632397881706773,1.7582009816529491,0.4998365697873799,0.9999999229328614,3.823007901924099e+16,0.0018953397673496,62.24383721993521,247.54961457324592,6836.694399999973,-1.9619791372500792,2.2788318694220777,0.0295505044010059,0.0158263411287812,5.023597812844649e-92,2.511798906422325e-93,0.0,1.4942142982286677,4.230571383946931,113.9162277270519,0,CORD,../datasets/clean/CORD/img_006.png
6.593492943340731,-0.0711930584133516,3.951629429719892,1.6854656064243256,0.4987756129972565,0.9999956744395048,2.632946480680089e+16,0.005903226315082,170.23280098879752,743.7004971875213,9173.840000000007,-0.1659359851249848,-1.8437160625571063,0.0420051368884316,0.0200480879413642,5.9793353281230906e-43,2.989667664061545e-44,0.0,1.940191430724132,4.183356105192374,216.2591324445588,0,CORD,../datasets/clean/CORD/img_007.png
6.646870355381504,-0.0817561871284865,2.5885998293093886,1.4340134887974394,0.4998606824417009,0.9999999439963608,2.230127531832729e+16,0.0014079550308829,58.08140188900204,228.73081633684944,2906.93439999999,-1.0326290178628077,0.9518153123319556,0.0297612668609968,0.0150621679540481,5.1138570508562245e-49,2.5569285254281127e-50,0.0,1.2426580228711732,4.122056590231749,59.26919769161523,0,CORD,../datasets/clean/CORD/img_008.png
6.678002571848608,-0.0702544510173754,6.010438567629376,3.0944242612597166,0.4992480424096936,0.9999983684837892,4.415371963821154e+16,0.0038559746720536,161.74901504915795,664.8136262010303,7716.278399999992,-1.7597528885469145,2.563642521130328,0.0458283321902149,0.0260308856138077,1.230561247692821e-25,6.1528062384695675e-27,0.0,1.711697045772212,4.1176656891708125,344.97638612039896,0,CORD,../datasets/clean/CORD/img_009.png
7.298826838025732,-0.329189529035208,8.089374988600246,2.117512574302698,0.4987711476909007,0.9999956428315366,942460198636032.0,0.0098875188897088,136.90618500228496,545.7961982741508,5905.865599999967,0.3271118595937319,-1.3424503190791346,0.0400270061728395,0.0190792903510691,0.0020860640305574,0.0001043148283617,0.0,1.7032019956830615,4.183401157752223,428.76636981310014,0,CORD,../datasets/clean/CORD/img_010.png
5.459579332303857,-0.020499328417924,4.342712430154001,2.994438014403292,0.4996543852880658,0.999999655341486,1.7196160712762882e+16,0.0019334432820223,25.350971079103093,36.54632682185653,1342.8800000000065,-2.9223021252307206,11.14549986608085,0.0012395690443529,0.01468467215127,4.1884085869078236e-21,2.094204293453912e-22,0.0,0.8541639472861314,3.9408089042689576,123.62955104023776,0,CORD,../datasets/clean/CORD/img_011.png
7.304844587416717,-0.3870060924639917,5.278994060174114,2.349675684799383,0.5000542534722222,0.9999999915070296,5192226624964607.0,0.0064088251305816,150.5734786329743,472.271696556186,6161.65439999997,-0.2961691710040829,-0.3578358368399321,0.054860307355967,0.0280175181891422,0.7208749832229968,0.0774910850708357,0.1,1.7336570962615043,4.154748882452268,285.69524116673097,0,CORD,../datasets/clean/CORD/img_012.png
7.085256771595292,-0.0153103934393988,2.0310232925322937,0.7860545052422417,0.4596142239040798,0.9952887667573004,2.750775563214913e+18,0.0010315603945163,56.25842375624546,217.4713988370768,4103.280000000052,-0.9985734076477938,-0.3376612285231974,0.0234235127766927,0.0163664326160837,3.2771157363342317e-09,1.6385578681671158e-10,0.0,2.2806131968203203,3.3291998682577417,42.856885221269394,0,CORD,../datasets/clean/CORD/img_013.png
6.932741374545268,-0.3288503890174897,5.231858969325291,2.217900028935185,0.4999557934670782,0.99999999436132,3873088753348608.0,0.005767440982599,99.86319198816898,276.6327910546369,3594.201600000008,-0.6398158422652999,0.0693942885186604,0.0546774530606995,0.0220178724669084,0.2500450616132016,0.0125476552879292,0.0,1.6085410785899146,4.16371836272692,222.9419417518647,0,CORD,../datasets/clean/CORD/img_014.png
6.883566151545644,-0.0075838300916883,1.711993049316331,0.6291764577229818,0.4053484598795573,0.9739933899924432,2.4221555216005253e+18,0.0012102257132471,45.728602731671415,169.70179659049418,5081.430400000023,-0.2370787407467693,-1.559357809795986,0.0199347601996527,0.0145086380513539,0.0,0.0,0.0,2.1740085027994627,3.083823972198834,32.03497584660848,0,CORD,../datasets/clean/CORD/img_015.png
5.8458331944564925,-0.0679700002857796,2.096926221695131,1.159214070358939,0.4996642089620485,0.9999996746560246,1.945114174044978e+16,0.0033042678714148,69.38389024062583,341.8012483842003,6353.414400000027,-0.7313673409223049,-1.357830619977424,0.0302774562757201,0.0138694157769509,1.1930929484528161e-211,5.965464742264081e-213,0.0,1.9116543777665105,3.997356817728755,52.601781300011424,0,CORD,../datasets/clean/CORD/img_016.png
6.9628957045849,-0.2867939011059671,6.680087788808208,3.777964650848765,0.5005244502314815,0.9999992063789526,6302308308203519.0,0.0046206174422523,111.65909863683174,329.735321007468,3368.7296000000288,-1.048319432099797,-0.030910944391842,0.0389580118312757,0.0243306009627314,0.0013039693825214,6.605738541079419e-05,0.0,1.2482286208937157,3.8347404277677657,341.838896323624,0,CORD,../datasets/clean/CORD/img_017.png
6.442413316596632,-0.0209092435413808,1.5475910374831363,1.020957468850023,0.4998249599908551,0.9999999115945176,4.125683416620442e+16,0.0009656873609728,16.842133884886756,166.33371569649614,5164.313600000001,-2.419604334283181,6.436082319640846,0.0055771676383173,0.0069710313515526,3.295207692868515e-47,1.6476038464342574e-48,0.0,1.1839393172783348,3.922527760998874,18.76907400262917,0,CORD,../datasets/clean/CORD/img_018.png
6.0969773244261365,-0.2344970703125,5.006603522583768,2.4013492838541666,0.4999658203125,0.99999999662914,2.8538988215500804e+16,0.0028412380403296,59.571315500000296,149.62721996555675,2079.401600000032,-0.8722517079177855,0.9882386507968816,0.0342049153645833,0.0219057572832019,1.369174623361096e-20,6.845873116805479e-22,0.0,1.84391868617594,4.122027638615982,177.7281339518229,0,CORD,../datasets/clean/CORD/img_019.png
7.385656283187323,-0.0083573659261067,1.9017763114831088,0.7965435451931424,0.4998386171129014,0.9999999248516408,1.4497294131973307e+18,0.0015407333634998,46.68741374681596,199.28317991625696,6281.833600000162,0.2474297585547082,-1.4259170789803124,0.0196004443698459,0.0159899855144523,6.975881219214398e-247,3.487940609607199e-248,0.0,2.237007195387349,3.489629299120294,37.22840791278416,0,CORD,../datasets/clean/CORD/img_020.png
6.598658413477361,-0.2226040059156378,4.5462712835757095,1.9109077610596708,0.4995961130401234,0.9999995293216256,4677371861207041.0,0.0030135420289329,67.93894592978243,272.0010489311399,4943.520000000008,-1.1249672010566971,-0.1876000533616593,0.0325561021090535,0.0153343282706977,7.040748738038214e-07,3.5203743690193894e-08,0.0,1.5843492361739149,4.243881892343928,176.3159782503858,0,CORD,../datasets/clean/CORD/img_021.png
6.977516095711806,0.0447968464220393,3.624050883637533,1.9945871556355736,0.5001741469478738,0.9999999124943132,2.4137174076867068e+16,0.0038994733629251,104.48655657007173,496.9740800753268,6101.9199999999655,-0.8060863108910545,-0.4102094198178765,0.0248288894604481,0.0198456120697459,1.0776323329274121e-08,5.38816166463706e-10,0.0,1.86272655358916,4.251931459691882,172.68940356009944,0,CORD,../datasets/clean/CORD/img_022.png
7.2582999189299775,-0.2587368184156378,5.6983779203965055,3.0959563078703702,0.4994433995627572,0.9999991060942915,5210738143193087.0,0.0052549868697965,90.94846624871148,278.3409532437674,3729.014399999975,0.1568796417966601,-1.1613276947499107,0.0374188207304526,0.0219621977307156,2.353551460156591e-16,1.1767757300782954e-17,0.0,1.3825244052564456,4.038597734457047,244.88560353973764,0,CORD,../datasets/clean/CORD/img_023.png
